S_acc,S_loss,C1_acc,C1_loss,C2_acc,C2_loss,C3_acc,C3_loss,C4_acc,C4_loss,C5_acc,C5_loss,C6_acc,C6_loss,C7_acc,C7_loss,C8_acc,C8_loss,C9_acc,C9_loss,C10_acc,C10_loss
46.5044,3.1322,47.5554,1.2588,95.5393,0.2332,97.8579,0.1666,83.1653,0.5981,84.501,0.5908,68.5484,0.7766,80.7712,0.6944,87.9536,0.3818,81.8548,0.6446,87.2732,0.3882
46.4042,3.1469,44.1028,1.3356,95.8165,0.2289,98.6391,0.1536,84.8034,0.5719,86.1643,0.5642,68.4476,0.7834,80.5948,0.692,87.878,0.3759,82.5353,0.6315,87.4496,0.3825
46.5044,3.1577,46.0685,1.2957,96.0433,0.2198,98.8155,0.1393,84.5262,0.5675,85.5847,0.5619,67.6411,0.7832,80.62,0.696,87.3992,0.3951,82.1825,0.6346,86.9456,0.3995
46.3141,3.1564,46.623,1.2702,95.4385,0.2383,98.7903,0.1505,84.501,0.5668,86.1643,0.5597,69.3548,0.7623,79.8639,0.6995,87.4244,0.3894,82.7117,0.6262,86.8196,0.3941
46.8049,3.1382,47.4798,1.2619,96.3458,0.2145,98.2107,0.1609,83.3921,0.5946,84.8034,0.5866,69.7833,0.7444,81.5272,0.6703,87.9788,0.3686,82.2581,0.6326,87.5756,0.3752
46.5545,3.1656,46.749,1.2678,95.9173,0.2276,98.8155,0.1477,84.9042,0.5695,86.4163,0.5624,68.4728,0.7614,80.9728,0.6901,88.5585,0.3762,82.6613,0.6285,87.4244,0.3811
46.6146,3.1797,47.0514,1.2724,96.2954,0.2161,98.9667,0.1446,84.4758,0.5787,85.5847,0.5704,69.2036,0.7535,80.6956,0.6896,89.2137,0.3602,81.8296,0.6375,87.9788,0.3665
46.5946,3.1781,47.3286,1.2618,96.0433,0.2195,98.7903,0.1368,85.0302,0.5531,86.3155,0.5438,67.4647,0.7847,82.1573,0.6669,89.3649,0.3511,84.2238,0.6004,88.4829,0.3582
46.3041,3.1842,46.3962,1.2849,96.1693,0.2227,99.1431,0.1413,85.9879,0.5507,87.1724,0.5419,69.7833,0.7372,79.9899,0.6983,88.3064,0.376,82.5353,0.6262,87.7016,0.3795
46.7949,3.1718,50.6552,1.1948,95.6905,0.2212,99.1935,0.133,85.3327,0.5524,86.4163,0.5439,67.3387,0.788,81.3508,0.6722,89.2389,0.3587,83.6441,0.6022,88.4829,0.3628
46.7448,3.1786,49.2439,1.2128,96.7238,0.2083,98.6391,0.1495,85.2571,0.567,86.2147,0.5606,69.38,0.7467,82.7369,0.6523,88.004,0.3791,83.8458,0.6096,87.7268,0.3843
46.8149,3.1662,50.2016,1.2028,95.7157,0.2285,98.9667,0.1442,86.4667,0.5423,87.2228,0.535,68.498,0.7727,81.9304,0.6701,89.3649,0.3429,83.9214,0.603,89.1381,0.3489
46.875,3.1786,50.7308,1.2102,96.3206,0.2076,99.2943,0.1287,85.5847,0.5491,86.6431,0.5421,69.128,0.7366,81.9052,0.6666,88.3821,0.3781,83.2157,0.606,87.5504,0.383
46.845,3.1924,50.126,1.1978,95.7913,0.2242,99.4456,0.1353,86.0887,0.544,87.0464,0.5381,70.1613,0.7232,81.6784,0.6684,89.1633,0.3616,83.871,0.5975,88.4577,0.3682
